Date,Open_Interest,Producer_Longs,Producer_Shorts,Swap_Dealer_Longs,Swap_Dealer_Shorts,Swap_Dealer_Spreads,Money_Manager_Longs,Money_Manager_Shorts,Money_Manager_Spreads,Other_Reportable_Longs,Other_Reportable_Shorts,Other Reportable Spreads,Total_Reportable_Longs,Total_Reportable_Shorts,Non_Reportable_Longs,Non_Reportable_Shorts
2018-09-18T00:00:00Z,280947,105122,134129,28857,3714,16383,49574,58752,25547,15111,3556,30693,271286,272775,9661,8171
2018-09-25T00:00:00Z,286988,108994,129383,27857,3821,16650,49539,64448,27535,13437,4057,32331,276343,278226,10645,8762
2018-10-02T00:00:00Z,314626,126118,126182,23353,2762,21571,48108,78214,30933,12993,3114,39527,302604,302304,12023,12322
2018-10-09T00:00:00Z,317184,130069,120854,21370,2688,19191,48273,88758,34029,13802,2295,37210,303943,305024,13241,12159
2018-10-16T00:00:00Z,316979,132248,123969,18043,2837,19847,46410,82965,34638,13970,2422,38340,303495,305017,13484,11962
2018-10-23T00:00:00Z,309402,130278,125574,19387,2615,19150,45950,79974,29690,13309,1964,39095,296860,298063,12542,11339
2018-10-30T00:00:00Z,313972,131358,129659,18722,2691,21786,45790,75198,29953,12418,2245,41100,301128,302633,12844,11339
2018-11-06T00:00:00Z,302695,121193,136277,21677,3138,20699,47273,60261,26172,12266,5058,40924,290205,292529,12490,10166
2018-11-13T00:00:00Z,279235,116583,135586,22946,2758,21257,47571,57859,13799,11776,4707,33649,267580,269614,11655,9621
2018-11-20T00:00:00Z,270687,113774,131920,22588,2517,17278,45767,55179,17293,10530,5068,31750,258980,261005,11708,9682
2018-11-27T00:00:00Z,275380,113784,130956,22042,2209,14866,43771,55519,23286,11072,5000,33833,262653,265668,12726,9712
2018-12-04T00:00:00Z,278498,110928,128231,17698,3416,17724,48935,55545,26286,10861,5222,32683,265115,269107,13383,9392
2018-12-11T00:00:00Z,275297,108252,124457,17992,3230,16600,48289,57604,29235,12118,4645,30761,263247,266531,12050,8765
2018-12-18T00:00:00Z,277665,106888,129704,16629,4501,17263,51796,52266,27693,12045,4688,34138,266452,270253,11212,7412
2018-12-24T00:00:00Z,274090,107200,132327,17117,3557,18422,49159,48524,24594,11421,3703,33296,261210,264423,12879,9667
2018-12-31T00:00:00Z,290032,110204,144717,17406,3576,21739,50806,39169,26153,10645,4942,39346,276299,279642,13733,10389
2019-01-08T00:00:00Z,298067,108216,149552,19947,2959,22163,53829,36997,26944,9804,5478,42876,283777,286969,14290,11099
2019-01-15T00:00:00Z,299958,108537,151686,21606,3047,21815,52745,36733,26402,10026,4478,44568,285699,288729,14259,11230
2019-01-22T00:00:00Z,295810,108585,148588,21395,2801,21068,50677,37399,27058,10115,4678,43179,282076,284771,13734,11040
2019-01-29T00:00:00Z,293879,105558,144504,19331,2829,20748,48394,35990,29782,11658,4493,43013,278484,281358,15396,12521
2019-02-05T00:00:00Z,278578,105510,133448,18658,2039,17782,42035,42256,29999,12513,3660,36784,263281,265969,15297,12609
2019-02-12T00:00:00Z,268455,100028,122477,18154,3450,12860,43414,48478,28936,14225,3693,34061,251678,253955,16777,14501
2019-02-19T00:00:00Z,264588,98436,124310,16989,3850,13872,45064,46882,28944,14984,3087,31588,249878,252534,14710,12054
2019-02-26T00:00:00Z,261005,101703,122127,18849,3408,12657,40656,48647,23854,14612,2741,34452,246783,247885,14222,13121
2019-03-05T00:00:00Z,274819,111387,117589,19561,2925,13048,36208,57474,32361,14796,3418,34911,262271,261725,12548,13094
2019-03-12T00:00:00Z,286559,117747,115032,18693,3029,13417,35543,66100,33929,14980,1952,37783,272092,271243,14467,15316
2019-03-19T00:00:00Z,292678,120506,111333,16662,2894,15509,34740,69684,41312,13874,1537,34287,276890,276556,15788,16122
2019-03-26T00:00:00Z,299836,124512,107354,15533,2993,21435,34817,76134,40476,12464,2630,34434,283670,285456,16166,14381
2019-04-02T00:00:00Z,290138,119005,111588,15282,4106,24136,35367,65668,33290,12899,3263,34176,274154,276227,15984,13911
2019-04-09T00:00:00Z,275305,106510,123571,15949,2030,18520,43979,49481,34274,11971,3524,28449,259653,259849,15653,15456
2019-04-16T00:00:00Z,269083,101011,119622,17932,1823,16318,42853,47595,37339,11537,5243,28051,255041,255991,14042,13092
2019-04-23T00:00:00Z,271562,101510,117876,19637,2542,15167,40159,49615,38631,11837,4726,31722,258664,260279,12898,11283
2019-04-30T00:00:00Z,270176,105204,118954,19279,2626,18341,37531,49337,35248,11970,4329,29409,256982,258244,13194,11933
2019-05-07T00:00:00Z,279148,113483,124795,15815,1513,19237,37312,47403,38577,11330,4379,29705,265458,265609,13690,13539
2019-05-14T00:00:00Z,277353,110224,125634,14003,2793,19663,38278,42410,36494,10417,4209,30351,259429,261554,17924,15799
2019-05-21T00:00:00Z,290463,114518,141880,12013,3120,20746,46672,36631,37288,11390,4921,33850,276478,278436,13986,12027
2019-05-28T00:00:00Z,305364,112713,153333,11948,3101,20709,55889,35421,40972,11325,5368,35063,288618,293966,16746,11398
2019-06-04T00:00:00Z,302774,115715,155560,13226,1359,20099,54063,35754,37947,10724,4431,34440,286213,289589,16561,13184
2019-06-11T00:00:00Z,291313,99049,152961,12434,2095,16072,62425,31175,40930,12398,5181,28727,272035,277140,19277,14172
2019-06-18T00:00:00Z,292254,92285,153751,13865,2911,14342,67756,30364,42635,13510,5643,29759,274153,279405,18101,12849
2019-06-25T00:00:00Z,295024,95248,158774,13742,3211,14467,70567,30362,39986,13035,5514,30189,277234,282503,17790,12522
2019-07-02T00:00:00Z,304211,103364,166684,14952,3975,14077,69218,29467,40342,13584,5878,32363,287899,292784,16312,11427
2019-07-09T00:00:00Z,316649,105503,177131,15059,6063,14272,73364,26716,40632,15811,5153,35496,300138,305463,16512,11187
2019-07-16T00:00:00Z,317718,115276,178177,15139,4466,14940,67572,29047,39064,14083,5305,35907,301981,306907,15737,10811
2019-07-23T00:00:00Z,323019,116621,182720,13769,5268,16030,69973,26216,39349,15117,5987,36974,307833,312545,15186,10474
2019-07-30T00:00:00Z,312138,111832,173566,13529,4692,16952,65423,27303,38729,15409,5968,35280,297154,302490,14984,9648
2019-08-06T00:00:00Z,285107,114351,157485,14042,3830,16585,49896,31190,35287,15261,5608,25754,271176,275739,13932,9369
2019-08-13T00:00:00Z,292424,124633,147992,14170,1751,16050,37851,42241,36913,16034,4555,31564,277215,281066,15210,11358
2019-08-20T00:00:00Z,291454,133029,139500,15291,1836,11721,33207,56761,37537,17730,3949,30684,279199,281987,12254,9466
2019-08-27T00:00:00Z,302793,136866,139901,17543,1504,11944,34894,63451,42162,16268,4081,30720,290398,293763,12395,9031
2019-09-03T00:00:00Z,310410,137909,139405,22007,1370,10937,36402,70178,40827,15672,3335,32674,296428,298726,13982,11683
2019-09-10T00:00:00Z,310393,133620,140054,25513,1073,11530,37294,72136,39342,16609,3411,31995,295903,299541,14489,10852
2019-09-17T00:00:00Z,304102,127619,146123,24728,1403,12553,41214,60107,34773,16219,5607,34061,291167,294627,12934,9475
2019-09-24T00:00:00Z,328565,128054,161356,22669,1858,12869,42688,42077,48793,16128,6678,41488,312689,315120,15876,13446
2019-10-01T00:00:00Z,343822,125403,173366,20886,3094,14520,56043,36685,51110,15521,7222,45543,329025,331540,14797,12282
2019-10-08T00:00:00Z,341073,120467,169564,22770,3696,14934,57689,34834,50045,12016,7096,46062,323983,326230,17091,14843
2019-10-15T00:00:00Z,347024,121563,173314,22310,3796,17782,57944,31999,50964,11848,6486,46403,328814,330744,18210,16280
2019-10-22T00:00:00Z,342102,116130,169097,22287,3501,17401,59673,33247,50998,11523,6600,46199,324210,327042,17892,15059
2019-10-29T00:00:00Z,347896,116154,169536,21417,4046,21741,63176,34442,50291,10876,7261,45512,329168,332830,18728,15067
2019-11-05T00:00:00Z,335153,109682,165798,19576,4663,21044,71154,36903,50681,11415,7844,34137,317690,321071,17463,14082
2019-11-12T00:00:00Z,346103,107107,172206,18265,6003,13836,77930,32640,54877,11911,7846,43645,327572,331054,18531,15048
2019-11-19T00:00:00Z,363969,99064,173508,17359,8597,13319,92054,31236,61126,11375,10024,49251,343549,347063,20420,16907
2019-11-26T00:00:00Z,369700,94715,173744,17194,8260,13565,99263,33472,64200,11084,9795,55937,355959,358973,13741,10727
2019-12-03T00:00:00Z,362674,90580,170063,17394,6762,13840,96516,33112,63149,10069,7991,57654,349201,352570,13473,10104
2019-12-10T00:00:00Z,369235,90139,171477,18959,6820,13216,96809,34862,64839,10508,7497,60278,354748,358990,14487,10245
2019-12-17T00:00:00Z,361925,85242,164733,19145,6228,13923,97486,37831,63641,10517,6978,58514,348468,351848,13457,10077
2019-12-24T00:00:00Z,325604,86489,148708,18688,3657,16273,75878,38211,53547,11009,5221,50760,312645,316378,12960,9226
2019-12-31T00:00:00Z,318552,86612,148341,19176,3262,16541,70913,36111,51614,11113,4590,49092,305061,309552,13491,9000
2020-01-07T00:00:00Z,321445,86666,147140,17259,4520,16427,73230,36142,51896,10983,4597,50544,307006,311266,14439,10180
2020-01-14T00:00:00Z,334664,89143,152120,16868,6174,13665,74918,35404,54213,13046,4931,57679,319533,324187,15132,10477
2020-01-21T00:00:00Z,382712,95838,172464,16604,7771,13959,91371,37180,64580,15497,7003,68200,366049,371156,16663,11556
2020-01-28T00:00:00Z,393290,95771,175838,14014,8659,15279,100899,37848,69950,14795,7079,66036,376744,380688,16546,12602
2020-02-04T00:00:00Z,402534,98287,181834,16433,8853,15285,105695,38943,69737,14536,8121,67040,387012,389813,15522,12721
2020-02-11T00:00:00Z,391089,90342,182214,16958,10161,8342,114872,38834,66834,14289,9058,63576,375212,379019,15877,12070
2020-02-18T00:00:00Z,390321,87104,175549,16829,11404,8606,120092,42109,68453,14115,11167,59837,375036,377126,15284,13195
2020-02-25T00:00:00Z,391178,87404,176699,17180,11032,9172,121170,42390,68801,13435,11167,59662,376824,378922,14354,12256
2020-03-03T00:00:00Z,376626,86676,169428,16828,7016,10328,110887,40212,66340,12891,11860,57784,361734,362967,14892,13659
2020-03-10T00:00:00Z,347775,88536,161684,17757,3856,10804,90842,37481,58151,12866,10378,55137,334093,337491,13681,10283
2020-03-17T00:00:00Z,320821,105491,152513,19542,2249,12535,51521,34414,42043,14532,5607,56651,302316,306012,18505,14808
2020-03-24T00:00:00Z,299509,114197,145916,20089,1622,11468,33807,33629,30668,14125,4894,63323,287677,291520,11832,7990
2020-03-31T00:00:00Z,290950,117499,140134,20069,895,11636,27719,37938,24423,13707,4676,64389,279442,284090,11508,6859
2020-04-07T00:00:00Z,246257,99312,121300,20403,1601,10724,29302,39057,17453,12364,5124,44756,234314,240014,11943,6243
2020-04-14T00:00:00Z,239399,97634,117508,21274,1146,10439,26000,39694,17510,12798,4493,42780,228435,233571,10964,5828
2020-04-21T00:00:00Z,241007,99223,120363,20497,1030,10075,28135,39263,15015,11950,3727,45338,230233,234811,10774,6197
2020-04-28T00:00:00Z,246401,101963,120923,18578,995,12336,29624,42144,14372,12450,3552,45869,235193,240192,11208,6209
2020-05-05T00:00:00Z,248981,102753,123077,17131,1351,10785,33096,42068,14759,12724,3927,45377,236625,241344,12356,7636
2020-05-12T00:00:00Z,257182,103854,123632,17405,2232,9746,34715,41470,19649,12106,4617,47634,245109,248979,12073,8202
2020-05-19T00:00:00Z,264798,103604,124247,17261,2165,12274,33909,40770,25407,11953,4284,47256,251664,256403,13134,8395
2020-05-26T00:00:00Z,265469,105663,124412,17611,2084,11889,30574,38964,26778,11531,4916,48373,252419,257417,13050,8053
2020-06-02T00:00:00Z,273368,103548,128815,19587,2074,12917,35731,37394,28980,11365,6472,48246,260373,264897,12994,8470
2020-06-09T00:00:00Z,247550,88541,117346,19503,2677,10102,35051,37590,28263,16411,6453,38088,235959,240520,11592,7031
2020-06-16T00:00:00Z,233367,79534,103685,21249,2576,8581,32224,40025,28854,16766,5809,36234,223442,225764,9925,7603
2020-06-23T00:00:00Z,234022,77905,100953,21087,2663,9568,31302,42362,28842,16630,4874,36805,222139,226067,11882,7955
2020-06-30T00:00:00Z,245322,81796,105551,22403,2275,9825,31077,42249,27800,16863,5497,42783,232547,235980,12775,9342
2020-07-07T00:00:00Z,248509,86819,102573,23507,1595,9740,29384,50470,27608,16201,4877,42067,235326,238929,13184,9580
2020-07-14T00:00:00Z,252543,88330,99948,24720,1056,9052,31688,59765,27378,15993,4674,42157,239318,244031,13225,8512
2020-07-21T00:00:00Z,255974,97397,108887,24826,1187,9959,32506,60695,27311,15546,5125,34612,242156,247775,13818,8200
2020-07-28T00:00:00Z,254335,91577,113110,23457,1355,9957,35608,53402,27393,16422,4724,35480,239893,245421,14442,8915
2020-08-04T00:00:00Z,258393,88744,129748,21517,2365,10773,40024,33914,27884,16504,6281,39474,244920,250440,13473,7953
2020-08-11T00:00:00Z,232192,82696,132747,20443,4721,11060,43743,25867,18227,17648,5789,25974,219790,224383,12403,7809
2020-08-18T00:00:00Z,227183,77433,127314,20040,5891,10031,46776,25709,15551,17352,7153,27737,214919,219385,12264,7797
2020-08-25T00:00:00Z,231831,76899,129596,19495,6033,12374,49998,27070,16720,16450,5839,26700,218636,224333,13195,7498
2020-09-01T00:00:00Z,250142,76982,136511,19726,8522,12613,58951,25485,18923,16544,7035,34157,237896,243246,12247,6896
2020-09-08T00:00:00Z,246300,73058,132450,18961,8171,11888,61863,26263,20092,16446,7884,31566,233876,238316,12424,7984
2020-09-15T00:00:00Z,256879,72117,137882,19244,10257,8663,67818,26887,23798,17347,6326,35318,244305,249132,12574,7747
2020-09-22T00:00:00Z,264922,77504,138262,19135,9182,9310,63687,29146,26585,18203,6848,38440,252866,257774,12057,7148
2020-09-29T00:00:00Z,267149,77233,140316,19092,9569,8979,64350,26388,27688,18082,7266,39953,255377,260160,11772,6990
2020-10-06T00:00:00Z,258783,75544,130763,20068,6866,10111,55729,26074,27960,15779,6777,41366,246557,249917,12225,8866
2020-10-13T00:00:00Z,255522,80034,125366,19962,6205,11315,45698,26482,28210,15564,7909,41853,242635,247339,12887,8183
2020-10-20T00:00:00Z,247337,80475,121475,20092,5163,11609,38129,27039,28323,16621,6245,40175,235424,240028,11913,7309
2020-10-27T00:00:00Z,238792,77603,121946,19700,6304,11281,36825,23027,27013,17162,5215,37492,227076,232278,11716,6514
2020-11-03T00:00:00Z,241037,82720,113137,19383,3135,13002,28964,30096,30126,16344,4831,39121,229658,233447,11379,7590
2020-11-10T00:00:00Z,205810,72155,104830,20765,2752,6350,30176,30791,25062,16194,4862,24160,194862,198807,10948,7003
2020-11-17T00:00:00Z,205897,61695,101822,20287,3639,5530,33467,27347,26570,16401,4181,30848,194798,199936,11099,5961
2020-11-24T00:00:00Z,236361,62570,118689,19214,5470,6278,50242,20433,35228,13064,5404,36909,223504,228411,12857,7950
2020-12-01T00:00:00Z,243510,61273,121010,19137,5783,6442,57411,21340,36909,10640,5391,38219,230031,235094,13479,8416
2020-12-08T00:00:00Z,242824,63241,123490,21419,5672,6228,56168,22148,35919,10763,5949,35148,228885,234553,13939,8271
2020-12-15T00:00:00Z,248904,67272,130928,22423,5361,6172,56488,22474,35155,10960,4284,35571,234041,239946,14863,8958
2020-12-21T00:00:00Z,249368,68721,131019,22860,5138,6287,52495,23810,34534,15416,5990,34690,235002,241468,14366,7899
2020-12-29T00:00:00Z,250617,70140,133804,22803,4274,6702,51708,24287,33641,15900,5069,34585,235479,242362,15138,8255
2021-01-05T00:00:00Z,254195,69872,135389,22873,4646,6431,50955,23808,34684,18893,5963,35711,239418,246632,14778,7564
2021-01-12T00:00:00Z,250130,70665,135685,22189,4951,6140,48378,22094,33407,19554,4354,35845,236178,242476,13952,7655
2021-01-19T00:00:00Z,253516,71713,137399,21999,5125,6425,48910,22293,33314,20162,4392,37042,239565,245990,13951,7526
2021-01-26T00:00:00Z,258752,74367,138893,23023,3827,8046,46562,25120,33944,19712,2869,37772,243427,250472,15326,8280
2021-02-02T00:00:00Z,260497,74756,141629,23010,4179,8121,49653,27068,30881,21349,3277,38250,246020,253406,14477,7092
2021-02-09T00:00:00Z,229657,61162,123908,22920,3148,5500,48441,29475,28127,20399,3966,29300,215849,223424,13808,6233
2021-02-16T00:00:00Z,229387,63109,121874,21720,2981,6413,47352,32509,29322,20880,3077,27534,216330,223710,13057,5676
2021-02-23T00:00:00Z,230262,64636,121425,20854,5253,6743,46180,30059,29363,20453,3471,28957,217186,225271,13076,4991
2021-03-02T00:00:00Z,232224,60618,125624,18110,7656,6270,53989,24418,27709,20918,3953,30527,218141,226157,14083,6066
2021-03-09T00:00:00Z,220455,58483,122755,15583,7922,5689,58117,23180,25305,18916,3581,26264,208357,214695,12098,5760
2021-03-16T00:00:00Z,224247,60577,125887,15815,6905,5395,57140,22312,26102,18726,3165,28579,212333,218345,11914,5902
2021-03-23T00:00:00Z,221587,63896,122411,16673,8430,5385,54791,23349,23507,17113,3124,28331,209696,214536,11891,7051
2021-03-30T00:00:00Z,218450,68911,114026,17723,6514,6698,45399,30293,18757,17231,3969,31514,206233,211771,12216,6679
2021-04-06T00:00:00Z,205292,70050,109293,16827,9571,7191,39788,26402,21899,16658,2769,21060,193474,198186,11818,7105
2021-04-13T00:00:00Z,213527,65230,102769,14921,11235,7926,39797,23883,29300,18579,4782,25718,201470,205613,12057,7915
2021-04-20T00:00:00Z,214794,69940,107228,14624,10303,8022,38562,23876,25630,19113,5275,27493,203384,207827,11409,6967
2021-04-27T00:00:00Z,216665,69554,107431,14613,11252,8682,39550,27007,23014,21387,5307,27713,204513,210406,12152,6260
2021-05-04T00:00:00Z,227253,76639,102657,18058,10057,9765,36803,37705,24199,19302,5444,30487,215254,220315,11999,6939
2021-05-11T00:00:00Z,227312,79377,108935,15236,9931,8776,40185,31892,24826,13325,3907,32629,214355,220897,12957,6415
2021-05-18T00:00:00Z,228767,77398,111691,14784,10347,10076,40646,22174,26513,12481,5162,35646,217544,221609,11223,7158
2021-05-25T00:00:00Z,232500,80811,108432,15698,9290,10227,36619,27254,28384,12377,4750,36843,220959,225180,11542,7321
2021-06-01T00:00:00Z,235652,82851,115643,15287,8280,10111,38640,26845,26328,13673,4923,36764,223653,228893,11999,6759
2021-06-08T00:00:00Z,231137,82674,113231,15527,6534,9947,40018,30355,27439,13231,4861,29859,218694,222225,12443,8912
2021-06-15T00:00:00Z,238827,87449,116246,14415,6414,9576,43271,34767,26380,13332,5191,32673,227096,231248,11731,7579
2021-06-22T00:00:00Z,247074,90811,113914,14111,6941,11305,41435,39034,29566,14305,5029,32907,234440,238696,12634,8378
2021-06-29T00:00:00Z,258863,94960,115320,14277,6555,11348,42701,44447,32641,15490,4543,34630,246046,249483,12817,9380
2021-07-06T00:00:00Z,268986,102230,108587,17317,13254,11264,40787,52531,33552,17039,5043,34269,256458,258500,12528,10486
2021-07-13T00:00:00Z,275842,107392,116056,14588,14807,11280,45147,51791,33019,16490,3841,35725,263642,266519,12200,9323
2021-07-20T00:00:00Z,289403,117334,114920,18418,13456,11451,39283,62113,36429,17187,4818,35418,275519,278604,13884,10799
2021-07-27T00:00:00Z,294713,116318,121662,15033,13347,13808,45082,60647,36429,20091,3778,35390,282151,285062,12562,9652
2021-08-03T00:00:00Z,287911,119221,126621,13240,10880,14029,41735,55418,31868,20190,4023,35835,276118,278674,11792,9237
2021-08-10T00:00:00Z,259626,104356,116891,11504,11381,12209,45982,49954,23459,18870,5437,31506,247886,250838,11740,8788
2021-08-17T00:00:00Z,253830,101675,134486,10759,12032,12498,54738,29457,15680,13234,6840,34043,242627,245036,11203,8794
2021-08-24T00:00:00Z,257759,106391,133779,10475,12758,14313,51130,31403,16898,11938,4825,35204,246349,249179,11410,8580
2021-08-31T00:00:00Z,262031,114116,135593,10614,13238,15797,46949,33196,15348,12387,4658,35240,250452,253069,11579,8962
2021-09-07T00:00:00Z,267032,110875,138470,10426,11193,15784,49007,32280,17893,14122,6261,36740,254848,258622,12184,8410
2021-09-14T00:00:00Z,266374,113272,139073,11119,10534,11364,51363,35482,19157,12906,6397,35253,254434,257260,11940,9114
2021-09-21T00:00:00Z,271891,116699,137859,10433,10909,12451,51444,38664,20703,12556,5833,36345,260631,262764,11260,9127
2021-09-28T00:00:00Z,264352,115968,136562,10209,9973,13561,46115,36627,20831,13875,4874,33828,254386,256255,9966,8097
2021-10-05T00:00:00Z,296461,111459,150494,10230,11795,15164,58724,27827,28325,14121,8476,45939,283962,288019,12499,8442
2021-10-12T00:00:00Z,294591,109358,145524,10525,12483,13224,58340,31667,30394,14075,7547,45290,281207,286129,13384,8462
2021-10-19T00:00:00Z,285591,113934,138114,14587,10196,13187,46456,40046,28444,14498,5389,42245,273353,277622,12238,7969
2021-10-26T00:00:00Z,281229,114909,137753,15933,9963,14484,42166,37814,32521,13553,5007,35754,269321,273296,11908,7933
2021-11-02T00:00:00Z,288949,118525,138208,18101,10528,15654,40488,39496,31470,13775,6820,38714,276727,280890,12222,8059
2021-11-09T00:00:00Z,267691,120966,121305,19668,11995,12444,37088,56096,20287,13984,5553,31281,255719,258962,11973,8729
2021-11-16T00:00:00Z,264781,110073,117072,17479,10549,12744,43171,53453,23897,13086,5302,33202,253652,256220,11129,8562
2021-11-23T00:00:00Z,267887,108497,122797,15968,12534,15242,45907,43390,25095,12290,5774,34308,257306,259139,10581,8748
2021-11-30T00:00:00Z,282692,118910,113789,22389,11720,13824,41508,65878,25128,12283,4231,36733,270775,271303,11917,11390
2021-12-07T00:00:00Z,276441,113809,111298,21012,8218,13252,42315,66727,26262,13748,6043,34049,264448,265850,11993,10591
2021-12-14T00:00:00Z,272565,110958,114942,19849,8503,11455,41840,59580,27644,14709,5557,33992,260447,261673,12118,10892
2021-12-21T00:00:00Z,271727,106798,114175,21607,8899,14010,39304,54028,27556,12886,5475,37453,259614,261597,12114,10131
2021-12-28T00:00:00Z,272006,104332,113811,21428,9414,15058,40233,51136,28628,12198,5744,38269,260146,262059,11859,9947
2022-01-04T00:00:00Z,271934,102608,113957,20331,10066,18577,37034,46638,26501,12900,4649,41254,259205,261642,12729,10293
2022-01-11T00:00:00Z,274768,101213,117688,18290,12678,19865,40194,39984,27258,12255,5503,42840,261915,265817,12854,8951
2022-01-18T00:00:00Z,292065,98869,128465,18707,14672,19901,48024,29205,31043,9973,6173,52972,279490,282431,12575,9634
2022-01-25T00:00:00Z,295133,95146,125462,17881,13873,21290,50245,33019,33552,9448,4610,53833,281394,285638,13739,9495
2022-02-01T00:00:00Z,298596,97600,125462,17381,14559,20417,46562,31827,32460,11873,5606,59055,285349,289387,13247,9209
2022-02-08T00:00:00Z,303453,97418,140723,16283,14067,17103,60720,26462,32187,10230,8112,56436,290376,295091,13077,8363
2022-02-15T00:00:00Z,317673,97714,148655,16749,14350,15782,69329,27075,34674,10705,9333,59188,304140,309059,13532,8614
2022-02-22T00:00:00Z,313134,96777,143845,17364,12105,17179,65187,31331,32455,11061,9624,58395,298419,304934,14716,8201
2022-03-01T00:00:00Z,312016,100018,137697,21588,10601,17490,55342,40380,31555,10680,9421,56662,293336,303805,18681,8211
2022-03-08T00:00:00Z,301944,98458,142705,20829,10968,14423,55650,31735,29467,9295,9700,53495,281617,292493,20327,9451
2022-03-15T00:00:00Z,296167,102818,145010,19690,10961,17810,55215,29723,24627,9304,10559,49445,278909,288134,17259,8033
2022-03-22T00:00:00Z,299227,100070,139903,18345,12066,17737,55768,34102,25983,10730,8706,52300,280933,290797,18294,8430
2022-03-29T00:00:00Z,294837,98577,145274,16383,12854,18499,58671,26381,23602,11227,9608,49445,276404,285662,18433,9175
2022-04-05T00:00:00Z,273333,88876,135723,19423,12110,15890,56661,26752,23728,10940,8265,41515,257033,263984,16300,9350
2022-04-12T00:00:00Z,279449,88172,136982,17335,12644,14886,59670,26638,24996,11345,8095,45883,262286,270124,17163,9325
2022-04-19T00:00:00Z,278758,91209,136723,17676,11425,13956,59325,31514,24005,12327,8043,44453,262951,270121,15807,8637
2022-04-26T00:00:00Z,290934,92897,124681,19275,10825,14133,62068,50750,23915,14567,7805,49504,276359,281612,14575,9322
2022-05-03T00:00:00Z,299076,89913,135465,18617,11866,14269,66998,41659,26758,14736,8311,51543,282834,289870,16242,9207
2022-05-10T00:00:00Z,323909,102986,134618,24525,10963,14195,64193,58640,32310,15106,8695,53011,306326,312431,17583,11478
2022-05-17T00:00:00Z,334761,107317,135290,24722,11580,15959,62100,60870,35848,15894,7800,55539,317379,322885,17383,11876
2022-05-24T00:00:00Z,343225,109535,128680,26968,11325,15188,61177,73420,36513,17339,6919,59061,325780,331104,17446,12121
2022-05-31T00:00:00Z,352970,109685,130120,25832,11196,15494,65315,75342,40757,18640,7349,59014,334738,339274,18232,13696
2022-06-07T00:00:00Z,319176,101395,128354,24962,10117,13261,66221,68565,32312,17362,6529,48314,303827,307452,15349,11724
2022-06-14T00:00:00Z,356156,118195,131745,30738,9510,13407,65817,86475,35803,17954,8774,55272,337185,340987,18971,15169
2022-06-21T00:00:00Z,356545,114152,131060,29131,9262,13639,67557,82838,40638,17602,7137,60191,342911,344765,13634,11780
2022-06-28T00:00:00Z,354839,115993,134975,29216,7910,13665,65909,76702,40453,15083,9317,60212,340532,343234,14307,11605
2022-07-05T00:00:00Z,368440,128299,132545,30468,8559,13900,65008,94417,36103,18216,8740,61276,353270,355540,15171,12901
2022-07-12T00:00:00Z,360109,124726,130895,29929,8595,13285,62037,88916,35082,17207,7929,63160,345424,347862,14685,12248
2022-07-19T00:00:00Z,368451,127197,131965,29301,8338,14136,60359,88518,38049,17948,8027,67652,354641,356684,13810,11767
2022-07-26T00:00:00Z,374733,126624,134931,28315,8782,15104,61787,85624,39934,18151,7599,70167,360082,362140,14652,12593
2022-08-02T00:00:00Z,378597,132732,133807,25292,6891,17716,59196,90580,41314,17075,5339,71607,364933,367254,13664,11343
2022-08-09T00:00:00Z,355359,127254,129067,23676,6535,18463,60721,92243,32489,17472,5143,59743,339820,343683,15538,11676
2022-08-16T00:00:00Z,344224,127780,132120,23737,5217,17526,57875,86388,31625,16780,5540,54640,329962,333056,14262,11169
2022-08-23T00:00:00Z,342271,121938,130259,26449,3254,15368,57010,86018,31513,17726,8022,57161,327166,331595,15106,10677
2022-08-30T00:00:00Z,345237,120889,137895,24798,3758,13301,61948,80239,32165,17276,8319,60016,330393,335693,14844,9544
2022-09-06T00:00:00Z,347208,124158,135598,27563,5415,14530,57856,81674,33045,17297,7512,58823,333273,336596,13935,10612
2022-09-13T00:00:00Z,357833,127898,130651,28393,5302,13021,60265,96709,33597,19500,7895,59709,342385,346885,15449,10949
2022-09-20T00:00:00Z,356082,127566,129127,28588,5616,11375,59118,95663,34134,19616,8191,61204,341602,345310,14480,10772
2022-09-27T00:00:00Z,377227,131855,129894,30932,5417,10832,59607,104042,39856,21213,8907,67223,361518,366171,15709,11057
2022-10-04T00:00:00Z,384309,130590,134881,28396,5729,11836,63449,96689,44096,19033,6872,73704,371105,373808,13204,10501
2022-10-11T00:00:00Z,360838,124163,140710,25613,5694,9651,60553,77273,39876,17958,7687,69353,347165,350243,13673,10596
2022-10-18T00:00:00Z,362998,131491,136498,26001,13463,11707,58175,80067,34811,18106,5264,70158,350448,351966,12550,11031
2022-10-25T00:00:00Z,370420,134514,126664,26401,13115,12471,54168,92692,37858,20970,5890,70757,357139,359446,13281,10974
2022-11-01T00:00:00Z,377101,140207,125218,24219,13534,13832,53041,96801,42752,20316,4892,69757,364124,366786,12978,10316
2022-11-08T00:00:00Z,345141,123291,130661,21997,16469,13465,59669,73313,33224,17896,5858,62991,332533,335982,12608,9159
2022-11-15T00:00:00Z,322469,114235,132519,19491,18043,13452,56028,51163,32164,14204,5069,60811,310386,313222,12084,9247
2022-11-22T00:00:00Z,310495,110464,121888,20239,14016,12966,50494,61212,33103,15937,3520,55912,299115,302616,11380,7879
