Open_Interest.t,Mon.t_1_Manager_Longs.t,Mon.t_1_Manager_Shorts.t,Mon.t_1_Manager_Spreads.t,Open_Interest.t_1,Producer_Longs.t_1,Producer_Shorts.t_1,Swap_Dealer_Longs.t_1,Swap_Dealer_Shorts.t_1,Swap_Dealer_Spreads.t_1,Mon.t_1_Manager_Longs.t_1,Mon.t_1_Manager_Shorts.t_1,Mon.t_1_Manager_Spreads.t_1,Other_Reportable_Longs.t_1,Other_Reportable_Shorts.t_1,Other Reportable Spreads.t_1,Total_Reportable_Longs.t_1,Total_Reportable_Shorts.t_1,Non_Reportable_Longs.t_1,Non_Reportable_Shorts.t_1,Oil.t_1,Sugar.t_1,Sugar.t
1265996,195574,43513,70504,1332630,302453,768930,321097,68052,81826,181824,35118,89979,31519,20135,220847,1229544,1284887,103086,47743,5.33,0.89,-0.397
1309303,160875,3499,101417,1358236,386212,504695,124471,237994,144280,194948,3070,102680,24345,21519,286221,1263156,1300459,95080,57777,-3.543,-1.767,0.467
1001126,179227,8449,82910,1038949,245059,501914,146286,118914,97970,185664,8674,87216,20045,3697,164948,947187,983331,91762,55617,-6.907,-0.197,0.777
1038949,185664,8674,87216,1018956,261031,506909,156104,117254,95213,170974,14779,85011,19294,2788,141293,928921,963247,90035,55708,0.783,0.9,-0.197
913596,133689,83959,43374,914225,258469,504337,191631,53034,36121,135765,85730,40243,36878,20164,115118,814225,854747,99999,59477,4.143,-0.03,-0.347
1056898,142365,203307,115665,1007411,249092,415028,209087,39077,43993,140748,200190,102635,89201,31622,95233,929988,927777,77422,79633,-2.27,-0.37,0.093
1015284,137761,1487,73537,1035783,214093,391828,110711,135444,100697,143620,2086,75075,28324,3894,267377,939896,976400,95887,59383,-1.81,-2.387,1.967
818229,135002,36125,72683,876017,228817,399225,155534,81431,76255,121086,36292,74122,24006,7986,119874,799696,795185,76321,80831,5.14,1.023,0.807
1088715,166057,2869,72598,1309303,401806,464929,121441,240875,143489,160875,3499,101417,20438,21179,275573,1225039,1250961,84264,58342,3.23,0.467,-2.85
645026,67291,37361,40670,643641,186465,357064,144741,24419,15220,65717,44078,36091,35914,5261,85936,570083,568069,73558,75572,-2.487,0.57,-2.03
881069,139442,185828,87543,880224,189677,375111,244880,48690,38130,136904,185530,80743,56169,13069,50853,797356,792127,82868,88098,-1.773,0.337,0.5
1272170,87127,101609,97036,1255442,499873,669843,176986,64104,64928,88353,96325,97072,63779,6448,190274,1181266,1188995,74177,66448,-1.86,-0.647,-0.117
1266634,259725,47856,144311,1226026,332215,494786,100423,216972,69697,260090,52290,135218,38942,21439,189822,1126406,1180224,99620,45802,2.08,1.02,-0.13
1080398,257426,7914,83766,1079425,252400,676649,136877,82135,34377,251890,10016,84999,79266,9221,141937,981746,1039334,97679,40091,-1.74,0.103,-0.297
1071826,164853,192104,144270,1143989,290243,491537,206001,44063,59484,160662,191179,151680,76225,27078,112259,1056553,1077280,87436,66710,-1.363,-0.52,0.293
973420,122473,81455,95910,1006310,328838,541059,158866,25260,33376,128679,111593,93318,66192,16602,121504,930773,942712,75537,63598,2.507,0.447,0.523
824027,117639,91237,39628,789201,234415,397939,208204,41871,23349,102635,123544,32200,26239,15210,78107,705150,712220,84051,76981,-1.51,0.483,-0.013
1076778,124953,66604,76563,1114976,443525,638948,174996,102799,39704,131674,78553,73189,56807,4893,116547,1036441,1054632,78535,60344,-1.14,0.027,0.38
813737,128820,9368,49577,810211,172902,359049,142493,121095,61081,123256,8815,51901,38469,7055,147917,738020,756914,72191,53297,0.47,-0.223,0.77
881918,115501,88201,45718,913596,272174,513283,187247,51973,37130,133689,83959,43374,36314,20696,119761,829689,870176,83907,43420,-5.22,-0.347,-0.36
856140,150027,65030,62152,846976,243075,384422,119644,133952,31336,160923,53855,59349,34064,23088,112024,760415,798024,86561,48952,2.2,-0.59,0.22
805266,66592,68694,40533,786586,270217,434131,145925,29985,19353,69031,55569,34703,28660,4845,142013,709902,720599,76684,65987,-5.507,-0.503,-0.167
990092,168393,51303,91043,974754,233873,558788,204105,46149,32816,153997,65988,95544,73455,10697,110219,904011,920200,70743,54554,-1.85,0.197,0.223
1305774,241842,46715,157205,1261387,347538,490829,101244,212183,79331,253909,49237,140939,38319,30894,207269,1168549,1210682,92838,50705,2.227,-0.683,0.52
865776,116039,34388,75640,844819,212376,373615,150138,80373,72750,124635,33414,73334,19782,9219,118855,771870,761560,72949,83259,0.003,0.547,-0.183
990462,158972,14698,96813,1089185,269909,531214,142629,104596,101237,182488,13443,102401,23246,10660,175143,997053,1038694,92133,50491,0.397,-0.763,1.113
1199980,140787,6423,112443,1165972,295909,490449,154732,151349,124383,142593,7798,102985,33116,4278,234154,1087872,1115396,78100,50575,0.11,1.117,-1.993
823882,81208,77600,35434,824186,309487,449772,183763,38735,13986,75818,90525,39418,20708,13982,99097,742278,745515,81908,78670,-0.987,0.25,0.37
839099,123793,90812,77211,819237,224399,433506,196040,50111,36660,124076,78110,70907,33949,9417,62734,748765,741445,70472,77792,-1.023,-0.09,0.177
963895,147375,153268,80241,963398,265575,430486,223669,52991,55981,144638,162940,71374,41942,12307,74252,877430,860331,85968,103067,1.307,0.227,0.18
795152,109953,212625,64780,795890,200554,295305,170240,19100,37920,114175,205173,62831,58125,19749,87312,731158,727389,64733,68501,0.897,-0.103,0.2
968739,133660,103219,102006,934883,252439,403895,174601,65552,58304,133860,103372,85390,49178,11274,108436,862209,836223,72674,98660,-6.527,-0.507,0.79
1024918,224177,46245,106599,1064647,270299,520265,130720,172554,38981,249670,28383,108739,36500,15751,130471,965380,1015145,99267,49503,2.383,-0.91,0.58
1134277,198010,34739,113090,1116369,275628,659200,165741,45651,50863,177729,31066,112162,74846,6065,155084,1012053,1060091,104316,56278,-2.967,-0.527,-1.16
876059,139450,126779,67360,903525,271578,428803,205520,52882,47785,134471,128415,71040,31525,11542,72555,834475,813023,69050,90502,2.067,0.507,-0.337
1024234,129668,98803,34132,1026771,298349,622693,258493,40089,23599,129917,81939,38007,36908,15281,138730,924003,960338,102768,66433,-5.527,-0.063,-0.093
876017,121086,36292,74122,865776,229903,390895,151419,79871,77950,116039,34388,75640,22642,9368,116433,790027,784546,75749,81231,2.27,-0.183,1.023
1179749,160680,7195,96852,1190475,338036,502645,138713,167110,124161,154699,8962,100389,27144,14335,220253,1103394,1137855,87081,52620,0.537,0.32,1.26
1276041,171156,68484,80883,1266144,289562,700120,323892,55735,88455,176536,57461,75761,26902,20703,181178,1162287,1179413,103858,86731,-4.27,-0.23,0.007
1157622,133705,10584,105699,1151256,297022,467684,155840,148440,126632,129722,16537,106019,23766,6147,232587,1071589,1104047,79667,47209,2.563,0.657,-0.277
626144,79922,18369,41790,638156,154887,386684,131894,28159,10987,83078,17358,38523,26152,1253,109543,555064,592507,83092,45649,-0.117,-0.87,-0.377
1267868,278819,30762,87338,1262183,336075,686561,173029,184988,63443,280784,27862,88139,65175,10967,151136,1157781,1213096,104402,49087,3.43,-0.223,-0.233
